0,"<languages><lang_1>Ansatt-ID</lang_1><lang_2>Employee ID</lang_2><lang_6>Anställd ID</lang_6><lang_5>Medarbejder-id</lang_5><lang_4>Työntekijän tunnus</lang_4><lang_3 isDefault=""true"">Employee ID</lang_3><lang_7>Mitarbeiter-ID</lang_7><lang_8>Werknemers-ID</lang_8><lang_9>Dokument tożsamości pracownika</lang_9><lang_10>ID d’employé</lang_10></languages>","<settings index=""1"" newRoleProfileIfUnique=""false"" unique=""true""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""6"" editableInWorkflow=""14"" search=""true"" userprofile=""true"" visibleTo=""-1"" /><type id=""1"" settings="""" /><restrictions unique=""true"" /></settings>","<restrictions unique=""true"" />",NULL,1,NULL,NULL,0,C69329E1-1278-437C-8FED-0FE354188629,0
1,"<languages><lang_1>Navn</lang_1><lang_2>Name</lang_2><lang_6>Namn</lang_6><lang_5>Navn</lang_5><lang_4>Nimi</lang_4><lang_3 isDefault=""true"">Name</lang_3><lang_7>Name</lang_7><lang_8>Naam</lang_8><lang_9>Nazwa</lang_9><lang_10>Nom</lang_10></languages>","<settings history=""true"" index=""3"" share=""true""><availability CV=""true"" EmpScore=""true"" SuccessionReport=""true"" any=""true"" appraisal=""true"" editableBy=""0"" editableInWorkflow=""0"" search=""true"" talentPool=""true"" userprofile=""true"" visibleTo=""-1"" /><type id=""1"" settings="""" /><settings ccApprovalHLHRForHRA=""false"" ccApprovalHR=""false"" ccApprovalHRForHR=""false"" ccApprovalHRForHRA=""false"" ccApprovalHRForMan=""false"" ccApprovalManager=""false"" ccApprovalSecondLevManForMan=""false"" /><restrictions share=""true"" /></settings>","<restrictions share=""true""><availability SuccessionReport=""true"" editableInWorkflow=""0"" editableBy=""0"" talentPool=""true"" /><settings ccApprovalHR=""false"" ccApprovalSecondLevManForMan=""false"" ccApprovalHRForHRA=""false"" ccApprovalHLHRForHRA=""false"" ccApprovalManager=""false"" ccApprovalHRForMan=""false"" ccApprovalHRForHR=""false"" /></restrictions>",NULL,1,NULL,NULL,0,70EC1AB5-7771-4AC8-8695-93BA1C522973,1
2,"<languages><lang_1>Fornavn</lang_1><lang_2>First name</lang_2><lang_6>Förnamn</lang_6><lang_5>Fornavn</lang_5><lang_4>Etunimi</lang_4><lang_3 isDefault=""true"">First name</lang_3><lang_7>Vorname</lang_7><lang_8>Voornaam</lang_8><lang_9>Imię</lang_9><lang_10>Prénom</lang_10></languages>","<settings ccApprovalHR=""true"" ccNotifyHR=""false"" ccOverrideEmailTextsHR=""false"" collectCCNotifyHR=""false"" history=""true"" index=""4"" mandatory=""true"" newRoleProfileIfUnique=""false"" share=""true""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""15"" editableInWorkflow=""15"" requestSubordinate=""true"" search=""true"" userprofile=""true"" visibleTo=""11"" /><type id=""1"" settings="""" /><restrictions mandatory=""true"" share=""true"" /></settings>","<restrictions mandatory=""true"" share=""true""><availability requestSubordinate=""true"" userprofile=""true"" /></restrictions>",NULL,1,NULL,NULL,0,FA6BB7CF-FAC9-4026-8431-127D3D584800,2
3,"<languages><lang_1>Etternavn</lang_1><lang_2>Last name</lang_2><lang_6>Efternamn</lang_6><lang_5>Efternavn</lang_5><lang_4>Sukunimi</lang_4><lang_3 isDefault=""true"">Last name</lang_3><lang_7>Nachname</lang_7><lang_8>Achternaam</lang_8><lang_9>Nazwisko</lang_9><lang_10>Nom de famille</lang_10></languages>","<settings history=""true"" index=""6"" mandatory=""true"" newRoleProfileIfUnique=""false"" share=""true""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""15"" editableInWorkflow=""9"" requestSubordinate=""true"" search=""true"" userprofile=""true"" visibleTo=""-1"" /><type id=""1"" settings="""" /><restrictions mandatory=""true"" share=""true"" /></settings>","<restrictions mandatory=""true"" share=""true""><availability requestSubordinate=""true"" userprofile=""true"" /></restrictions>",NULL,1,NULL,NULL,0,EFA19D30-CE35-4FC1-96C9-DEB6150EB2CF,3
4,"<languages><lang_1>Kallenavn</lang_1><lang_2>Nickname</lang_2><lang_6>Smeknamn</lang_6><lang_5>Kaldenavn</lang_5><lang_4>Kutsumanimi</lang_4><lang_3 isDefault=""true"">Nickname</lang_3><lang_7>Spitzname</lang_7><lang_8>Bijnaam</lang_8><lang_9>Pseudonim</lang_9><lang_10>Pseudonyme</lang_10></languages>","<settings index=""7"" share=""true""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""15"" editableInWorkflow=""0"" requestSubordinate=""true"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""1"" settings="""" /><restrictions share=""true"" /></settings>","<restrictions share=""true"" />",NULL,1,NULL,NULL,0,82A3B11F-B727-48B1-BCE1-92330B67A938,4
7,"<languages><lang_1>E-post</lang_1><lang_2>E-mail</lang_2><lang_3 isDefault=""true"">E-mail</lang_3><lang_6>E-post</lang_6><lang_5>E-mail</lang_5><lang_4>Sähköposti</lang_4><lang_7>E-Mail</lang_7><lang_8>E-mailadres</lang_8><lang_9>E-mail</lang_9><lang_10>E-mail</lang_10></languages>","<settings index=""8""><availability CV=""false"" EmpScore=""false"" any=""true"" appraisal=""false"" editableBy=""79"" editableInWorkflow=""79"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""1"" settings="""" /><validation rule=""1"" /></settings>",,NULL,1,NULL,NULL,0,3AAF93A0-0D22-440B-A131-63D859FD43D5,7
8,"<languages><lang_1>Organisasjon</lang_1><lang_2 isDefault=""true"">Organization</lang_2><lang_3>Organisation</lang_3><lang_6>Organisation</lang_6><lang_5>Organisation</lang_5><lang_4>Organisaatio</lang_4><lang_7>Organisation</lang_7><lang_8>Organisatie</lang_8><lang_9>Organizacja</lang_9><lang_10>Organisation</lang_10></languages>","<settings history=""true"" index=""1"" mandatory=""true"" newRoleProfileIfUnique=""false""><availability CV=""true"" EmpScore=""true"" SuccessionReport=""true"" any=""true"" appraisal=""true"" editableBy=""6"" editableInWorkflow=""6"" exceptionBy=""0"" requestSubordinate=""true"" search=""true"" talentPool=""true"" userprofile=""true"" visibleTo=""-1"" /><type id=""1"" settings="""" /><settings ccApprovalHR=""false"" ccApprovalHRForHR=""true"" ccApprovalHRForMan=""true"" ccApprovalManager=""false"" /><restrictions mandatory=""true"" /></settings>","<restrictions mandatory=""true""><availability editableBy=""78"" editableInWorkflow=""78"" requestSubordinate=""true"" exceptionBy=""78"" talentPool=""true"" userprofile=""true"" /><settings ccApprovalHR=""false"" ccApprovalManager=""false"" ccApprovalHRForMan=""true"" ccApprovalHRForHR=""true"" /></restrictions>",NULL,2,NULL,NULL,0,87EC3630-15E1-4AB9-A416-518C3BFC4BA0,8
9,"<languages><lang_1>Leder</lang_1><lang_2>Manager</lang_2><lang_3 isDefault=""true"">Manager</lang_3><lang_6>Chef</lang_6><lang_5>Leder</lang_5><lang_4>Esihenkilö</lang_4><lang_7>Manager</lang_7><lang_8>Manager</lang_8><lang_9>Menedżer</lang_9><lang_10>Responsable</lang_10></languages>","<settings history=""true"" index=""2""><availability CV=""true"" EmpScore=""true"" SuccessionReport=""true"" any=""true"" appraisal=""true"" editableBy=""76"" editableInWorkflow=""76"" exceptionBy=""12"" requestSubordinate=""true"" search=""true"" talentPool=""true"" userprofile=""true"" visibleTo=""-1"" /><type id=""14"" settings=""14:0#15:18"" /><settings ccApprovalHR=""false"" ccApprovalHRForHR=""true"" ccApprovalHRForMan=""true"" ccApprovalManager=""false"" /></settings>","<restrictions><availability editableBy=""78"" editableInWorkflow=""78"" requestSubordinate=""true"" exceptionBy=""78"" talentPool=""true"" /><settings ccApprovalHR=""false"" ccApprovalManager=""false"" ccApprovalHRForMan=""true"" ccApprovalHRForHR=""true"" /></restrictions>",NULL,2,NULL,NULL,0,E0A0FB0D-2A35-4A75-96FE-B62F618F0687,9
10,"<languages><lang_1>Tilleggsledere</lang_1><lang_2>Additional managers</lang_2><lang_3 isDefault=""true"">Additional managers</lang_3><lang_6>Sekundära överordnade</lang_6><lang_5>Ekstraledere</lang_5><lang_4>Muut esihenkilöt</lang_4><lang_7>Weitere Manager</lang_7><lang_8>Extra managers</lang_8><lang_9>Dodatkowi menedżerowie</lang_9><lang_10>Responsables supplémentaires</lang_10></languages>","<settings index=""4""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""78"" editableInWorkflow=""78"" exceptionBy=""0"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""14"" settings=""14:1"" /><settings ccApprovalHR=""false"" ccApprovalHRForHR=""true"" ccApprovalHRForMan=""true"" ccApprovalManager=""false"" /></settings>","<restrictions><availability editableBy=""78"" editableInWorkflow=""78"" exceptionBy=""78"" /><settings ccApprovalHR=""false"" ccApprovalManager=""false"" ccApprovalHRForMan=""true"" ccApprovalHRForHR=""true"" /></restrictions>",NULL,2,NULL,NULL,0,235F8BDB-0A43-4DB7-B3F9-D7791FF0EBDB,10
11,"<languages><lang_1>HR-leder</lang_1><lang_2>HR manager</lang_2><lang_3 isDefault=""true"">HR manager</lang_3><lang_6>HR-chef</lang_6><lang_5>HR-leder</lang_5><lang_4>Henkilöstöpäällikkö</lang_4><lang_7>HR-Manager</lang_7><lang_8>HR-manager</lang_8><lang_9>menedżer HR</lang_9><lang_10>Responsable RH</lang_10></languages>","<settings history=""true"" index=""3"" newRoleProfileIfUnique=""false""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""8"" editableInWorkflow=""8"" exceptionBy=""0"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""14"" settings=""14:0#15:19"" /><settings ccApprovalHR=""false"" ccApprovalHRForHR=""true"" ccApprovalHRForMan=""true"" ccApprovalManager=""false"" /></settings>","<restrictions><availability editableBy=""78"" editableInWorkflow=""78"" exceptionBy=""78"" /><settings ccApprovalHR=""false"" ccApprovalManager=""false"" ccApprovalHRForMan=""true"" ccApprovalHRForHR=""true"" /></restrictions>",NULL,2,NULL,NULL,0,49F1500E-90D3-414F-9371-C1C5E93BA39A,11
